nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
Uaitec frutal 1 - Ecocidadania,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.
Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Tecnologia e inovação,,,Ensino técnico/profissionalizante,"Cursos profissionalizantes com parceria ao SEBRAE e outras instituições, e online via portal UAITEC. Cineminha para população e disponibilidade de salas para órgãos municipais.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Frutal,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,frutal1@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Tecnologia e inovação, , ,"Cursos profissionalizantes com parceria ao SEBRAE e outras instituições, e online via portal UAITEC. Cineminha para população e disponibilidade de salas para órgãos municipais.",,,,,Não,,,,, 
CVT UAITEC BURITIZEIRO,"A proposta é ofertar para a população, cursos em vários segmentos como: Capacitação Online, Tecnologia e Idiomas, o objetivo é alcançar o maior número de pessoas, através dos cursos e parcerias firmadas, os principais resultados até o momento é o aumento do fluxo de pessoas que fazem uso da unidade, para uso dos laboratórios de informática e de uso em geral de nossas instalações.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,38 9 91533172 Christiane (Agente Tecnologica),Não,Empreendedorismo,,,"Apoio e fomento, Empreendedorismo, Ensino técnico/profissionalizante, Pesquisa e desenvolvimento","Programas desenvolvidos: Curso de Informática Básica kids (crianças de 08 à 10 anos de idade), Campeonatos de Games para os adolescentes de 12 à 20 anos, Cinema Uaitec - aberto para a população em geral, Cursos nas áreas de empreendedorismo ministrado, por uma tutora parceira.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Buritizeiro,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,https://www.uaitec.mg.gov.br,buritizeiro@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,38 9 91533172 Christiane (Agente Tecnologica),Não,Empreendedorismo, , ,"Programas desenvolvidos: Curso de Informática Básica kids (crianças de 08 à 10 anos de idade), Campeonatos de Games para os adolescentes de 12 à 20 anos, Cinema Uaitec - aberto para a população em geral, Cursos nas áreas de empreendedorismo ministrado, por uma tutora parceira.",,,,,Não,,,,, 
SEDE,Empresa Governamental com intuito de Capacitação Profissional gratuita à população.,ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,Sueli Bizinotto - 34.99762.2820,Sim,Apoio Tecnológico,,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Pesquisa e desenvolvimento","Cursos em EAD, Capacitação Profissional presencial, semi presencial e online",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Capinópolis,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,https://www.uaitec.mg.gov.br,capinopolis@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,Sueli Bizinotto - 34.99762.2820,Sim,Apoio Tecnológico, , ,"Cursos em EAD, Capacitação Profissional presencial, semi presencial e online",,,,,Não,,,,, 
Uaitec Campestre,"É um programa do Governo de Minas que visa oferecer de forma gratuita, qualificação profissional por meio da implantação de uma rede de
polos de educação à distância.
O programa visa ampliar, democratizar e interiorizar o acesso a conteúdos pedagógicos que sirvam para qualificação e requalificação da mão de obra
e para formação profissional.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Administração,,,"Empreendedorismo, Ensino técnico/profissionalizante",Cursos e oficinas Gratuitos de capacitação,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Campestre,MG,https://i.postimg.cc/PxD6xK52/download-1.png,http://www.uaitec.mg.gov.br/,campestre@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Administração, , ,Cursos e oficinas Gratuitos de capacitação,,,,,Não,,,,, 
Uaitec polo Capitólio,Instituição de Ensino Superior,ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"meio ambiente, tecnologia da informação, atendimento",,,"Ensino superior, Ensino técnico/profissionalizante",ensino à distância,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Capitólio,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br,capitolio@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"meio ambiente, tecnologia da informação, atendimento", , ,ensino à distância,,,,,Não,,,,, 
UAITEC Andradas,Instituição de Ensino Superior,ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"administração, marqueting,tecnologia da informação",,,Ensino superior,cursos superiores de capacitação e profissionalização,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Andradas,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br,andradas@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"administração, marqueting,tecnologia da informação", , ,cursos superiores de capacitação e profissionalização,,,,,Não,,,,, 
UAITEC - UNIVERSIDADE ABERTA E INTEGRADA DE MINAS GERAIS,"A Uaitec é um programa do Governo do Estado de Minas Gerais, coordenado pela Secretaria de Estado e Desenvolvimento Econômico de Minas Gerais (SEDE), que visa oferecer qualificação profissional por meio da implantação de uma rede de polos de educação. O programa tem como objetivo ampliar, democratizar e interiorizar o acesso à conteúdos pedagógicos que sirvam para qualificação e requalificação da mão de obra e para formação profissional.
Em nosso município, temos mais de 1000 alunos cadastrados e mais de 300 eventos realizados como: cursos, palestras e reuniões.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,SEDE - SECRETARIA DE ESTADO E DESENVOLVIMENTO DE MINAS GERAIS,Não,"Empreendedorismo, Inovação e Tecnologia, Cursos profissionalizantes EAD.",,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Extensão, Pesquisa e desenvolvimento","Cursos profissionalizantes e de capacitação (plataforma EAD), cursos presenciais, palestras, seminários, capacitações por videoconferência, entre outros.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Prata,MG,https://i.postimg.cc/Qt2My4hs/LOGO-UAITEC.png,https://uaitec.mg.gov.br,prata@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,SEDE - SECRETARIA DE ESTADO E DESENVOLVIMENTO DE MINAS GERAIS,Não,"Empreendedorismo, Inovação e Tecnologia, Cursos profissionalizantes EAD.", , ,"Cursos profissionalizantes e de capacitação (plataforma EAD), cursos presenciais, palestras, seminários, capacitações por videoconferência, entre outros.",,,,,Não,,,,, 
Uaitec/ Governador Valadares,Melhorar o desenvolvimento do sistema de educação à distância; Promover a qualificação humanizada da população; Modernizar e consolidar a inclusão digital no município e região; Impulsionar a inclusão social através da integração tecnológica; Inovar as ações de acordo com as demandas sociais.,ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,não,Não,Tecnologias da Informação e Comunicação.,,,"Apoio e fomento, Empreendedorismo, Ensino técnico/profissionalizante, Extensão, Pesquisa e desenvolvimento","Cursos profissionalizantes e de capacitação EAD, cursos presenciais, palestras, capacitação por videoconferência, seminários e outros.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Governador Valadares,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,governadorvaladares@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,não,Não,Tecnologias da Informação e Comunicação., , ,"Cursos profissionalizantes e de capacitação EAD, cursos presenciais, palestras, capacitação por videoconferência, seminários e outros.",,,,,Não,,,,, 
Uaitec Três Corações,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.

Resultados: A Uaitec tem alcançado várias pessoas da comunidade através da oferta de vários cursos e ações gratuitas.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Ciência e tecnologia.,,,Apoio e fomento,"Inclusão digital e social por meio de cursos gratuitos de qualificação profissional nas modalidades presenciais e à distância;
Estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Três Corações,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,trescoracoes@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Ciência e tecnologia., , ,"Inclusão digital e social por meio de cursos gratuitos de qualificação profissional nas modalidades presenciais e à distância;
Estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",,,,,Não,,,,, 
UAITEC - VESPASIANO,"A Uaitec promove a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Secretaria de Estado de Desenvolvimento Econômico.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,Tecnologia da Informação,,,Ensino técnico/profissionalizante,Capacitação Gratuita para o mercado de trabalho,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Vespasiano,MG,https://i.postimg.cc/rwNMB1Wr/Whats-App-Image-2020-03-25-at-11-36-57-1.jpg,https://www.uaitec.mg.gov.br,vespasiano@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,Tecnologia da Informação, , ,Capacitação Gratuita para o mercado de trabalho,,,,,Não,,,,, 
Uaitec Caeté,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - Sede que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da Sede.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"São ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência. Alem de oferecer mais de 60 cursos online em diversas áreas de conhecimento.",,,Ensino técnico/profissionalizante,"São ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Caeté,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,caete@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"São ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência. Alem de oferecer mais de 60 cursos online em diversas áreas de conhecimento.", , ,"São ofertados cursos presenciais, ações locais, palestras locais, acesso à internet e diversos conteúdos via videoconferência.",,,,,Não,,,,, 
UAITEC,Universidade Aberta integrada de Minas Gerais,ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,33 988101273,Não,Educação,,,Pesquisa e desenvolvimento,"Estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Nanuque,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,nanuque@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior,33 988101273,Não,Educação, , ,"Estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",,,,,Não,,,,, 
UAITECLAB,Capacitação através do EAD e semi-presencial com certificação.,ICT | IES | Centro de P&D,,,,"Instituição Científica, tecnológica e de Inovação (ICT)",Ana Luiza P. Lima (35) 987092202 - Rafaela Silva (35) 998728076,Sim,Ciência e Tecnologia,,,Ensino técnico/profissionalizante,Ensino a distância e cursos locais,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Boa Esperança,MG,https://i.postimg.cc/5NvJBrJ7/image.png,http://www.uaitec.mg.gov.br/,boaesperanca@uaitec.mg.gov.br, , , ,"Instituição Científica, tecnológica e de Inovação (ICT)",Ana Luiza P. Lima (35) 987092202 - Rafaela Silva (35) 998728076,Sim,Ciência e Tecnologia, , ,Ensino a distância e cursos locais,,,,,Não,,,,, 
Uaitec - Unidade de São Sebastião do Paraíso,"é um programa do Governo de Minas Gerais, coordenado pela Secretaria de Estado de Desenvolvimento Econômico, Ciência, Tecnologia e Ensino Superior (Sedectes), que visa oferecer, de forma gratuita, qualificação profissional por meio da implantação de uma rede de polos de educação a distância. O programa visa ampliar, democratizar e interiorizar o acesso a conteúdos pedagógicos que sirvam para qualificação e requalificação da mão de obra e para formação profissional.",ICT | IES | Centro de P&D,,,,é um programa do Governo de Minas Gerais,,Não,"Tecnologia, educação, empreendedorismo",,,"Apoio e fomento, Empreendedorismo, Ensino superior, Ensino técnico/profissionalizante, Extensão","Cursos , palestras, feiras",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Sebastião do Paraíso,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br/,saosebastiaodoparaiso2@uaitec.mg.gov.br, , , ,é um programa do Governo de Minas Gerais, ,Não,"Tecnologia, educação, empreendedorismo", , ,"Cursos , palestras, feiras",,,,,Não,,,,, 
UAITEC Minas Novas,"A Rede UAITEC é uma política pública da Secretaria de Estado de Desenvolvimento Econômico - SEDE que tem como objetivo promover a inclusão digital e social por meio da oferta de cursos gratuitos de qualificação profissional nas modalidades presencial e à distância, bem como de interiorizar as demais políticas públicas executadas no âmbito da SEDE.

Além disso, estabelece parcerias junto a entes públicos, privados e terceiro setor, incentivando e fomentando a cultura inovadora, tecnológica e empreendedora nos municípios.",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,,Não,"Cultura, Inovação, Tecnologia e Empreendedorismo.",,,"Apoio e fomento, Empreendedorismo, Ensino técnico/profissionalizante, Extensão","A Rede UAITEC oferece mais de 60 cursos online. Os interessados em fazer os cursos online da Uaitec deverão realizar um cadastro prévio no site.

Além dos Cursos Online, a UAITEC oferece cursos presenciais junto a entes públicos, privados e terceiro setor.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Minas Novas,MG,https://i.postimg.cc/6qc3Ms3t/uaitec1.png,http://www.uaitec.mg.gov.br,minasnovas@uaitec.mg.gov.br, , , ,Instituição de Ensino Superior, ,Não,"Cultura, Inovação, Tecnologia e Empreendedorismo.", , ,"A Rede UAITEC oferece mais de 60 cursos online. Os interessados em fazer os cursos online da Uaitec deverão realizar um cadastro prévio no site.

Além dos Cursos Online, a UAITEC oferece cursos presenciais junto a entes públicos, privados e terceiro setor.",,,,,Não,,,,, 
