nome_organizacao,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,descricao_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio
4Intelligence,0,0,0,1,0,0,"No universo organizacional, seja privado, governamental ou terceiro setor, 99% das empresas ou instituições, para não falar 100%, dependem da construção de algum tipo de hipótese sobre o futuro para tomada de decisão crítica dos seus negócios ou programas, como por exemplo, as indústrias dos mais variados segmentos precisam decidir antecipadamente quanto produzir e quanto comprar de insumos para assim atender o mercado com otimização de caixa e aumento de receitas, redes de varejo precisam construir premissas sobre a venda de seus produtos na gôndola para evitar uma ruptura que consequentemente pode traduzir em perda de receita e até de market share, empresas do segmento financeiro precisam criar premissas econômicas para dividir a melhor alocação possível de seus ativos para assim proporcionar maior retorno aos seus clientes e acionistas, governo precisa garantir a melhor aplicação dos recursos públicos e oferecer o melhor benefício aos cidadãos como também atingir altos índices de eficência da gestão pública.
A 4intelligence é uma startup de ciência de decisão que desenvolve soluções para suportar tomada de decisões baseadas em análise de dados, através de algoritmos e inteligência artificial. Nossa tecnologia proprietária possibilita estruturação e customização de processos decisórios em larga escala, visando que as respostas mais precisas sejam entregues aos seus clientes.
Temos uma das mais modernas soluções de aprendizado de máquina automático para séries temporais e de classificação do mercado. Nossa plataforma, baseada em AutoML e dados alternativos (macroeconômicos, socioeconômicos, demográficos, climáticos, indicadores do segmentos da econimia, entre outro), garante que para qualquer série temporal ou organização de dados gere os melhores modelos matemáticos possíveis para sua previsão no horizonte de tempo desejado ou associação por suas características.
As projeções da 4intelligence que utilizam as ferramentas e algoritmos proprietários são premiadas pelo critério de acuracidade desde 2016 (Prêmio TOP 5 Banco Central, Podium Prisma, Ranking Projeções AE e Forecast Accuracy Awards) bem como temos realizado projetos de transformação digital com nossos clientes proporcionando inteligência e agilidade no processo de tomada de decisão com utilização de dados envolvendo Inteligência Artificial. A 4intelligence encontra-se em fase de escala com soluções validadas e contratos recorrentes com grandes clientes como BDMG, Bradesco, Banco Alfa, SICREDI, EPE, Coca-Cola, Hering, Volvo, VLi M Dias Branco, totalizando quase 40 clientes ativos.
Dentre as soluções destam-se:
1. Plataforma 4CastHub | Motor de Modelagem Automática – Plataforma desenvolvida para empoderar corporações de todos os segmentos para criarem seus próprios modelos Machine Learning para séries temporais ou de classificação que responde perguntas críticas de negócios. Tudo isso sem a necessidade de estruturação de grandes áreas de ciência e engenharia de dados.
2. Feature Store 4intelligence – Consiste em um repositório de dados econômicos, financeiros, regionais e climáticos, públicos e privados, e com curadoria própria. Este repositório conta tanto com dados históricos quanto com projeções econômicas criadas pelo time da 4intelligence para até 50 anos à frente, nos casos de variáveis comumente utilizadas em trabalhos de projeção de demanda e faturamento. O objetivo da Feature Store é municiar com possíveis variáveis explicativas os modelos que serão criados para prever cada fenômeno apresentado pela plataforma 4CastHub.
3. GeoCast – Plataforma de inteligência geoespacial, ajudando a responder perguntas críticas de negócios sobre previsão de vendas, otimização de preços e otimização geográfica de operações para abaertura de lojas ou estabelecimentos com análise de mercado, potencial de consumo e concorrência.
4. AgroCast – Plataforma de inteligência geoespacial, ajudando a responder perguntas críticas do agronegócio envolvendo monitoramento da safra (acompanhamento do ritmo de safra, plantio/colheita, ou das fases das culturas, produtividade (estimativa de quanto será produzido em cada localidade) e entendimento de como os fatores meteorológicos estão impactando as lavouras.
A 4intelligence desenvolve dashboards de projeções para empresas de diversos setores, entre eles bens de consumo e varejo, bens de capital, instituições financeiras, construção civil, agronegócio, commodities minerais e metálicas, entre outros.","Agronegócio, Alimentos, Cidades inteligentes, Gestão de negócios, Gestão de riscos, Logística, Seguros, Tecnologia da informação, Varejo","Big Data, Deep Learning, Machine Learning, Inteligência Artificial","Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
GeoTI,0,0,0,1,0,0,"Desde 2009, a GEOTI alia ética e inovação para transformar desafios em soluções 
tecnológicas. Com compromisso e princípios sólidos, oferecemos tecnologias que 
otimizam operações e garantem resultados de ponta aos nossos parceiros.","Gestão de negócios, Tecnologia da informação",Big Data,"Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Bigcash,0,0,0,1,0,0,"BigCash disponibiliza acesso a crédito de forma
facilitada, online, e predominantemente para
pessoas que precisam de pequenas quantias e
que normalmente não teriam acesso a crédito
em instituições convencionais.",Finanças,,2. Operação
Reev,0,0,0,1,0,0,"A plataforma líder em Sales Engagement e Outbound Marketing. Ajudamos times comerciais acelerarem o seu crescimento de forma automatizada, personalizada e humana.","Gestão de negócios, Vendas",Machine Learning,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Center Educacional Ltda,0,0,0,1,0,0,"A Nubbi é uma edtech que tem como missão eliminar as barreiras do aprendizado através da simplificação e democratização da educação através do Ensino Sem Distância - ESD, um conceito novo de aprendizagem. Com o ESD, a Nubbi tem como objetivos quebrar os paradigmas do ensino online, afirmar que o aprendizado virtual humanizado é possível, que a tecnologia é a maior aliada para diminuir barreiras e a educação pode ser acessível e fácil para qualquer pessoa , através da aproximação virtual dos alunos e o conteúdo oferecido.",Educação,Nenhuma,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
UPDATE DATA LTDA,1,0,1,1,1,0,"Somos uma empresa de transformação digital.
Nosso objetivo é transformar o ambiente econômico social através da captação e análise de dados e geração de insights para auxiliar na resolução de questões relacionadas à indústria da inovação e infraestrutura, bem como na geração de cidades inteligentes e consumo e produção sustentáveis.
Nossos serviços:
Transformação digital
- Transformação nível 1 - GED: Gerenciamento eletrônico de documentos
- Transformação nível 2 - Sistema de busca inteligente
- Transformação nível 3 - Migração de data center
- Transformação nível 4 - Gestão de banco de dados com aplicativo
Também desenvolvemos:
Relatórios DOD (RDOD - Relatório para decisão orientada aos dados)
Relatórios DODA (RDODA - Relatório para decisão orientada aos dados atuais)
Previsão de demanda
Criação de algoritmos exclusivos.
Nossos resultados:
Temos duas aplicações em desenvolvimento. - Uma dessa aplicação relacionado a gestão de frotas que está em testes com utilização do (MPV) e em preparação para lançamento da segunda versão.
- Uma aplicação em desenvolvimento do MPV.
Também realizamos a terceirização de código para empresas já estabelecida no mercado.","Agronegócio, Automóveis, Cidades inteligentes, Educação, Gestão de negócios, Indústria 4.0, Logística, Sustentabilidade, Tecnologia da informação, Varejo","Big Data, IOT (Internet das Coisas), Machine Learning","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Bawsaw,0,0,0,1,0,0,"Somos um marketplace focado em produtos e serviços artísticos e artesanais. Assim, a Bawsaw facilita o processo de busca e aquisição/contratação de produtos/serviços artísticos:
Os Consumidores podem procurar produtos ou serviços específicos; procurar artistas; solicitar orçamento personalizado; conversar diretamente com o artista;
comprar produtos e/ou contratar serviços.
Os Artistas/artesãos podem expor seus produtos e serviços online; receber alerta de orçamento; vender online; enfim, informatizar sua gestão comercial.
Estamos em fase de testes do MVP, preparando-o para lançamento no mercado.",Varejo,Nenhuma,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
Litroz,0,0,0,1,0,0,"A Litroz é a primeira e única plataforma de gestão de abastecimento e benefícios em combustível 100% digital e gratuita do Brasil. Através da tecnologia conseguimos reduzimos custos e processos para as empresas, operando em uma plataforma com prazos de repasses e taxas de operação reduzidas para os postos. Coma Litroz a gestão de abastecimento da sua empresa está a um clique!
Nesses dois anos de operação, foram mais de 35 mil abastecimentos, mais de R$5.000.000,00 transacionados e 100% dos clientes satisfeitos.",Finanças,"Big Data, Machine Learning","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
INUP SOLUÇÕES CONTÁBEIS,0,0,0,1,0,0,"Somos uma startup B2B que desenvolve soluções contábeis e financeiras através do uso de inovação, tecnologia e relacionamento. Atualmente possuímos mais de 450 clientes ativos, presentes em aproximadamente 100 cidades e 20 estados do Brasil, com uma equipe de 20 colaboradores diretos.","Finanças, Gestão de negócios",Big Data,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
HRT Medicina Avançada //Récipe Digital,0,1,0,0,0,0,"Digitalizar prescrição de medicamentos, solicitação de exames e atestados dos profissionais de saúde.",Saúde,Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Cucco,0,0,0,1,0,0,"Marketplace de serviços onde pessoas agendam horários pela internet e Prestadores de diversos Serviços potencializam seus negócios! Solução de Marketing, gestão e relacionamento para diversos serviços. Como estúdios de música, quadras de esportes, salão de beleza, professores, academia, clinicas de estética, entre outros.",Publicidade,,
Nanoview Nanotecnologia,1,0,1,1,1,0,"Empresa brasileira especializada na comercialização de nanomateriais avançados, fundada em 2021 como Spin off do Centro de Tecnologia em Nanomaterias e Grafeno da Universidade Federal de Minas Gerais (CTNano/UFMG). A Nanoview também tem como foco o desenvolvimento de produtos e inovação, apoiando-se internamente na vasta experiência adquirida por sua equipe na execução de projetos de P&D e externamente na sua ampla rede de colaborações acadêmicas e industriais. Apoiamos nossos clientes com Expertise desde a prototipagem até o aumento de escala e a comercialização.","Agronegócio, Cidades inteligentes, Construção, Indústria 4.0, Mineração","Big Data, Impressão 3D, IOT (Internet das Coisas), Machine Learning, Nanotecnologia",Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
Santo Cartão,0,0,0,1,0,0,Venda de ingressos online,"Publicidade, Entretenimento, Gestão de negócios, Varejo, Tecnologia da informação",Nenhuma,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
300 Inteligência,1,0,0,1,1,0,"A 300 Inteligência de Negócio é especializada em resolver uma ampla gama de problemas relacionados à gestão e análise de dados para empresas e organizações. Com expertise em Business Intelligence (BI) e integração de dados, a empresa transforma informações brutas em insights acionáveis através de painéis de controle, relatórios e análises personalizadas. Utilizando técnicas de inteligência artificial e aprendizado de máquina, a 300 realiza análise preditiva para prever tendências futuras e padrões de comportamento do cliente, permitindo que as empresas se antecipem a mudanças e se adaptem proativamente. Além disso, a empresa desenvolve soluções de automação de processos para melhorar a eficiência operacional e reduzir erros. Com dashboards e relatórios personalizados, a 300 proporciona informações relevantes e de fácil compreensão para diferentes níveis de gestão, impulsionando a produtividade e visibilidade dos dados.","Agronegócio, Gestão de negócios, Indústria 4.0, Sustentabilidade","Big Data, Blockchain, Machine Learning","Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
